"Id","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1198,"RM",65,8850,"1","NoApp","IR1","Bnk","4","Corner","1","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,815,815,"GasA","5","1","SBrkr",815,875,0,1690,0,0,1,0,3,1,"3",7,"5",1,"4","Detchd",1,"1",1,225,"3","3","3",0,0,330,0,0,0,"0","NoApp","NoApp",0,7,2006,"ConLw","Normal",144000
1199,"RL",70,9100,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,1212,1212,"GasA","5","1","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,573,"3","3","3",356,0,0,0,0,0,"0","NoApp","NoApp",0,6,2009,"WD","Normal",178000
1200,"RL",75,11235,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"3","3","CBlock","3","3","1","3",547,"1",0,504,1051,"GasA","4","1","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"3",6,"5",1,"1","Attchd",2,"1",2,459,"3","3","3",0,82,0,0,0,0,"0","NoApp","NoApp",0,10,2006,"WD","Normal",148000
1201,"RL",71,9353,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","1",0,"1",0,864,864,"GasA","4","1","SBrkr",864,0,0,864,0,0,1,0,3,1,"3",5,"5",0,"0","Attchd",2,"1",1,280,"3","3","3",0,0,0,0,0,0,"0","NoApp","Shed",0,7,2006,"Oth","Abnorml",116050
1202,"RL",80,10400,"1","NoApp","Reg","Lvl","4","Corner","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","3","1",0,"1",0,866,866,"GasA","5","1","SBrkr",866,913,0,1779,0,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,546,"3","3","3",198,36,0,0,0,0,"0","NoApp","NoApp",0,3,2009,"WD","Normal",197900
1203,"RM",50,6000,"1","NoApp","Reg","Lvl","4","Corner","1","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","1",0,"1",0,884,884,"GasA","5","1","SBrkr",884,464,0,1348,1,0,1,0,3,1,"3",5,"5",1,"2","Detchd",2,"1",1,216,"3","3","1",0,0,208,0,0,0,"0","NoApp","NoApp",0,5,2009,"WD","Normal",117000
1204,"RL",75,9750,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"4","3","PConc","4","3","1","1",0,"1",0,1630,1630,"GasA","5","1","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"4",6,"5",1,"3","Attchd",3,"1",2,451,"3","3","3",74,234,0,0,0,0,"0","NoApp","NoApp",0,10,2009,"WD","Normal",213000
1205,"RL",78,10140,"1","NoApp","Reg","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","4","3","1","5",788,"1",0,268,1056,"GasA","5","1","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"3",6,"5",0,"0","Attchd",2,"2",2,495,"3","3","3",0,88,0,0,0,0,"0","MnPrv","NoApp",0,7,2006,"WD","Normal",153500
1206,"RL",90,14684,"1","NoApp","IR1","Lvl","4","CulDSac","1","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"4","3","CBlock","4","3","2","5",485,"4",177,1496,2158,"GasA","4","1","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"4",7,"5",1,"3","Attchd",3,"2",3,701,"3","3","3",84,70,0,0,0,0,"0","NoApp","NoApp",0,6,2009,"WD","Normal",271900
1207,"RH",69,8900,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","3","1","3",1056,"1",0,0,1056,"GasA","3","1","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"3",5,"5",0,"0","Detchd",2,"1",1,384,"3","3","3",0,42,0,0,0,0,"0","MnPrv","NoApp",0,11,2006,"WD","Normal",107000
1208,"RL",70,9135,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"4","3","PConc","4","3","3","6",340,"1",0,1342,1682,"GasA","5","1","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",2,544,"3","3","3",192,23,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"WD","Normal",200000
1209,"RL",70,7763,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","4","CBlock","3","3","1","3",504,"4",108,319,931,"GasA","3","1","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"3",6,"5",0,"0","Detchd",2,"1",2,506,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,10,2008,"WD","Normal",140000
1210,"RL",85,10182,"1","NoApp","IR1","Lvl","4","CulDSac","1","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"4","3","PConc","5","3","2","6",1220,"1",0,440,1660,"GasA","5","1","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"4",8,"5",1,"4","Attchd",3,"2",2,500,"3","3","3",322,50,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"New","Partial",290000
1211,"RL",70,11218,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"4","3","PConc","4","3","1","1",0,"1",0,1055,1055,"GasA","5","1","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"4",8,"5",1,"3","Attchd",3,"2",2,462,"3","3","3",635,104,0,0,0,0,"0","GdPrv","Shed",400,5,2010,"WD","Normal",189000
1212,"RL",152,12134,"1","NoApp","IR1","Bnk","4","Inside","2","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"4","3","Wood","4","3","3","6",427,"1",0,132,559,"GasA","4","1","SBrkr",1080,672,0,1752,0,0,2,0,4,1,"3",8,"5",0,"0","Basment",3,"2",2,492,"3","3","3",325,12,0,0,0,0,"0","NoApp","NoApp",0,6,2010,"WD","Normal",164000
1213,"RL",50,9340,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",4,6,1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","3",344,"1",0,328,672,"GasA","3","1","SBrkr",672,0,0,672,1,0,1,0,2,1,"3",4,"5",0,"0","Attchd",1,"1",1,234,"3","3","1",0,113,0,0,0,0,"0","NoApp","NoApp",0,8,2009,"WD","Normal",113000
1214,"RL",69,10246,"1","NoApp","IR1","Lvl","4","CulDSac","1","Sawyer","Norm","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","CBlock","3","4","3","6",648,"1",0,0,648,"GasA","5","1","SBrkr",960,0,0,960,1,1,0,0,0,1,"3",3,"5",0,"0","Attchd",2,"1",1,364,"3","3","3",88,0,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"WD","Normal",145000
1215,"RL",69,10205,"1","NoApp","IR1","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","3","4",784,"1",0,141,925,"GasA","3","1","SBrkr",999,0,0,999,1,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",1,300,"3","3","3",150,72,0,0,0,0,"0","NoApp","NoApp",0,5,2006,"WD","Normal",134500
1216,"RL",99,7094,"1","NoApp","IR1","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","CBlock","3","3","1","3",180,"2",374,340,894,"GasA","3","1","SBrkr",894,0,0,894,0,0,1,0,3,1,"3",5,"5",0,"0","Detchd",2,"2",1,384,"3","3","3",0,0,0,0,0,0,"0","MnPrv","NoApp",0,5,2007,"WD","Normal",125000
1217,"RM",68,8930,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","3","1","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"3",8,"5",0,"0","Attchd",2,"1",2,539,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",112000
1218,"FV",72,8640,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"4","3","PConc","4","3","2","6",936,"1",0,364,1300,"GasA","5","1","SBrkr",1314,0,0,1314,1,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,552,"3","3","3",135,112,0,0,0,0,"0","NoApp","NoApp",0,9,2009,"New","Partial",229456
1219,"RM",52,6240,"1","NoApp","Reg","Lvl","4","Inside","1","BrkSide","Norm","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","4","0","SBrkr",672,240,0,912,0,0,1,0,2,1,"3",3,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,7,2006,"WD","Normal",80500
1220,"RM",21,1680,"1","NoApp","Reg","Lvl","4","Inside","1","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"3","3","CBlock","3","3","1","1",0,"1",0,672,672,"GasA","3","1","SBrkr",672,546,0,1218,0,0,1,1,3,1,"3",7,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",201,0,0,0,0,0,"0","NoApp","NoApp",0,4,2006,"WD","Abnorml",91500
1221,"RL",66,7800,"1","NoApp","IR1","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","3","3","1","3",312,"2",600,0,912,"GasA","3","1","SBrkr",912,0,0,912,0,0,1,0,2,1,"3",5,"5",0,"0","Attchd",2,"1",1,288,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,11,2006,"WD","Abnorml",115000
1222,"RL",55,8250,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","3","1","4",250,"2",492,210,952,"GasA","5","1","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"3",5,"5",1,"3","Attchd",2,"1",1,322,"3","3","3",0,63,0,0,0,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",134000
1223,"RL",78,10496,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"3","3","CBlock","3","3","2","3",196,"1",0,844,1040,"GasA","5","1","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"3",7,"5",1,"4","Attchd",2,"1",1,315,"3","3","3",0,0,0,0,0,0,"0","GdWo","NoApp",0,1,2007,"WD","Normal",143000
1224,"RL",89,10680,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,3,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"3","3","CBlock","3","2","1","2",756,"1",0,1380,2136,"GasA","3","0","FuseA",2136,0,0,2136,0,0,2,0,4,1,"3",7,"3",0,"0","Detchd",2,"1",2,528,"3","3","3",0,30,0,0,0,0,"0","MnPrv","NoApp",0,10,2006,"WD","Normal",137900
1225,"RL",60,15384,"1","NoApp","IR1","Lvl","4","Inside","1","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","6",724,"1",0,64,788,"GasA","5","1","SBrkr",788,702,0,1490,1,0,2,1,3,1,"4",8,"5",1,"4","Attchd",3,"3",2,388,"3","3","3",100,75,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",184000
1226,"RL",65,10482,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"3","4","CBlock","3","3","3","6",507,"1",0,81,588,"GasA","5","1","SBrkr",1138,0,0,1138,0,1,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"2",1,264,"3","3","3",224,0,0,0,0,0,"0","MnWw","NoApp",0,6,2007,"WD","Normal",145000
1227,"RL",86,14598,"1","NoApp","IR1","Lvl","4","CulDSac","1","Somerst","Feedr","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"4","3","PConc","4","3","2","1",0,"1",0,894,894,"GasA","5","1","SBrkr",894,1039,0,1933,0,0,2,1,4,1,"4",9,"5",1,"4","BuiltIn",3,"3",3,668,"3","3","3",100,18,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",214000
1228,"RL",72,8872,"1","NoApp","Reg","Lvl","4","Corner","1","NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"3","3","CBlock","3","3","1","5",595,"1",0,317,912,"GasA","5","1","SBrkr",912,0,0,912,1,0,1,0,2,1,"4",5,"5",0,"0","Detchd",3,"1",2,576,"3","3","3",0,240,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",147000
1229,"RL",65,8769,"1","NoApp","Reg","Lvl","4","Corner","1","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,"5","3","PConc","5","3","1","6",1540,"1",0,162,1702,"GasA","5","1","SBrkr",1702,0,0,1702,1,0,1,1,1,1,"5",7,"5",1,"4","Attchd",3,"3",3,1052,"3","3","3",0,72,0,0,224,0,"0","NoApp","NoApp",0,10,2008,"New","Partial",367294
1230,"RL",70,7910,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"3","3","CBlock","3","3","1","5",666,"1",0,409,1075,"GasA","4","1","SBrkr",1507,0,0,1507,0,0,2,0,4,1,"3",7,"2",0,"0","Basment",2,"1",1,404,"3","3","3",0,0,0,0,0,0,"0","GdWo","NoApp",0,8,2008,"WD","Normal",127000
1231,"RL",69,18890,"1","NoApp","IR1","Lvl","4","Inside","1","Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,1977,1977,"Shed","CompShg","Plywood","Plywood","None",1,"3","3","CBlock","4","3","1","6",498,"3",211,652,1361,"GasA","5","1","SBrkr",1361,1259,0,2620,0,0,2,2,4,2,"3",12,"5",1,"3","BuiltIn",2,"2",2,600,"3","3","1",155,24,145,0,0,0,"0","NoApp","Gar2",8300,8,2007,"WD","Normal",190000
1232,"RL",70,7728,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"3","3","CBlock","3","3","3","5",803,"1",0,303,1106,"GasA","3","1","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",2,540,"3","3","3",0,18,0,0,0,0,"0","GdWo","NoApp",0,5,2006,"WD","Normal",132500
1233,"RL",70,9842,"1","NoApp","Reg","Lvl","4","FR2","1","NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","3","1","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"3",6,"5",0,"0","CarPort",2,"1",2,462,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,3,2007,"WD","Normal",101800
1234,"RL",69,12160,"1","NoApp","IR1","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"3","3","CBlock","3","3","1","3",1000,"1",0,188,1188,"GasA","2","1","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"2",2,531,"3","3","3",0,0,0,0,0,0,"0","MnPrv","NoApp",0,5,2010,"COD","Abnorml",142000
1235,"RH",55,8525,"1","NoApp","Reg","Bnk","4","Inside","1","SWISU","Norm","Norm","1Fam","2Story",5,6,1911,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","PConc","3","3","3","1",0,"1",0,940,940,"GasA","3","0","FuseA",1024,940,0,1964,0,0,1,1,4,1,"3",7,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",0,192,0,0,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Abnorml",130000
1236,"RL",96,13132,"1","NoApp","Reg","Lvl","4","Inside","1","Crawfor","Norm","Norm","1Fam","2Story",5,5,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","4","3","2","1",0,"1",0,747,747,"GasA","4","1","FuseF",892,892,0,1784,0,0,1,1,4,1,"3",9,"5",0,"0","Detchd",1,"1",1,180,"2","2","1",203,40,0,0,0,0,"0","NoApp","NoApp",0,7,2006,"WD","Normal",138887
1237,"RL",36,2628,"1","NoApp","Reg","Lvl","4","Inside","1","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"4","3","PConc","4","3","1","1",0,"1",0,764,764,"GasA","5","1","SBrkr",764,862,0,1626,0,0,2,1,2,1,"4",6,"5",0,"0","BuiltIn",3,"2",2,474,"3","3","3",0,27,0,0,0,0,"0","NoApp","NoApp",0,6,2010,"WD","Normal",175500
1238,"RL",41,12393,"1","NoApp","IR2","Lvl","4","FR2","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,847,847,"GasA","5","1","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"4",8,"5",1,"4","BuiltIn",3,"3",2,434,"3","3","3",100,48,0,0,0,0,"0","NoApp","NoApp",0,9,2006,"WD","Normal",195000
1239,"RL",63,13072,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,1141,1141,"GasA","5","1","SBrkr",1141,0,0,1141,0,0,1,1,3,1,"3",6,"5",0,"0","Detchd",3,"1",2,484,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,3,2006,"WD","Abnorml",142500
1240,"RL",64,9037,"1","NoApp","IR1","HLS","4","Inside","1","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"4","3","PConc","4","3","3","6",428,"1",0,1048,1476,"GasA","5","1","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"5",6,"5",1,"4","Attchd",3,"2",2,472,"3","3","3",120,33,0,0,0,0,"0","NoApp","NoApp",0,12,2007,"WD","Normal",265900
1241,"RL",65,8158,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"4","3","PConc","4","3","1","6",550,"1",0,334,884,"GasA","5","1","SBrkr",884,884,0,1768,1,0,2,1,3,1,"4",8,"5",0,"0","Attchd",3,"2",2,543,"3","3","3",0,63,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",224900
1242,"RL",83,9849,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"4","3","PConc","4","3","3","1",0,"1",0,1689,1689,"GasA","5","1","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"4",7,"5",0,"0","Attchd",3,"2",3,954,"3","3","3",0,56,0,0,0,0,"0","NoApp","NoApp",0,6,2007,"New","Partial",248328
1243,"RL",85,10625,"1","NoApp","Reg","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"3","3","CBlock","4","3","4","6",885,"2",168,0,1053,"GasA","3","1","SBrkr",1173,0,0,1173,1,0,2,0,3,1,"4",6,"5",2,"3","Attchd",2,"2",2,528,"3","3","3",0,120,0,0,0,0,"0","MnPrv","NoApp",0,1,2010,"WD","Family",170000
1244,"RL",107,13891,"1","NoApp","Reg","Lvl","4","Inside","1","NridgHt","Norm","Norm","1Fam","1Story",10,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"5","3","PConc","5","4","4","6",1386,"1",0,690,2076,"GasA","5","1","SBrkr",2076,0,0,2076,1,0,2,1,2,1,"5",7,"5",1,"4","Attchd",3,"3",3,850,"3","3","3",216,229,0,0,0,0,"0","NoApp","NoApp",0,9,2006,"New","Partial",465000
1245,"RL",69,11435,"1","NoApp","IR1","HLS","4","Corner","2","Crawfor","Norm","Norm","1Fam","2Story",8,7,1929,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"3","3","PConc","4","3","1","1",0,"1",0,792,792,"GasA","2","1","SBrkr",792,725,0,1517,0,0,1,0,3,1,"4",7,"5",2,"4","Detchd",1,"1",2,400,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,6,2006,"WD","Normal",230000
1246,"RL",78,12090,"1","NoApp","Reg","Lvl","4","Inside","1","NWAmes","Norm","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"3","3","CBlock","4","3","1","1",0,"1",0,585,585,"GasA","5","1","SBrkr",1140,728,0,1868,0,0,3,1,3,1,"3",7,"5",1,"3","BuiltIn",2,"3",2,477,"3","3","3",268,112,0,0,147,0,"0","NoApp","NoApp",0,1,2007,"WD","Abnorml",178000
1247,"FV",65,8125,"1","NoApp","Reg","Lvl","4","Inside","1","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,756,756,"GasA","5","1","SBrkr",756,797,0,1553,0,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,615,"3","3","3",0,45,0,0,0,0,"0","NoApp","NoApp",0,3,2006,"New","Partial",186500
1248,"RL",69,12328,"1","NoApp","IR1","Lvl","4","Inside","1","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,"3","3","CBlock","3","3","3","6",539,"1",0,473,1012,"GasA","3","1","SBrkr",1034,0,0,1034,1,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",3,888,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,5,2010,"WD","Normal",169900
1249,"RM",60,9600,"1","Grvl","Reg","Lvl","4","Inside","1","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"3","3","BrkTil","4","3","1","3",319,"1",0,416,735,"OthW","2","0","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"3",8,"5",1,"4","Detchd",2,"1",2,396,"2","2","2",0,0,259,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",129500
1250,"RL",60,7200,"1","NoApp","Reg","Lvl","4","Inside","1","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","3","CBlock","3","3","1","4",534,"3",96,246,876,"GasA","3","1","SBrkr",988,0,0,988,0,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",1,276,"3","3","3",0,80,0,0,0,0,"0","NoApp","NoApp",0,5,2007,"WD","Normal",119000
1251,"RL",93,11160,"1","NoApp","Reg","Lvl","4","Corner","1","NAmes","Norm","Norm","1Fam","1Story",7,5,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"4","3","CBlock","3","3","1","5",1065,"1",0,1045,2110,"GasA","5","1","SBrkr",2110,0,0,2110,1,0,2,1,3,1,"5",8,"5",2,"3","Attchd",2,"3",2,522,"3","3","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,4,2010,"WD","Normal",244000
1252,"RL",69,3136,"1","NoApp","IR1","Lvl","4","Corner","1","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"4","3","PConc","4","3","1","1",0,"1",0,1405,1405,"GasA","5","1","SBrkr",1405,0,0,1405,0,0,2,0,2,1,"4",6,"5",1,"4","Attchd",3,"2",2,478,"3","3","3",148,36,0,0,0,0,"0","NoApp","NoApp",0,3,2006,"WD","Normal",171750
